StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Informed Consent,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q20_18,Q20_19,Q20_20,Q20_DO_1,Q20_DO_2,Q20_DO_3,Q20_DO_4,Q20_DO_5,Q20_DO_6,Q20_DO_7,Q20_DO_8,Q20_DO_9,Q20_DO_10,Q20_DO_11,Q20_DO_12,Q20_DO_13,Q20_DO_14,Q20_DO_15,Q20_DO_16,Q20_DO_17,Q20_DO_18,Q20_DO_19,Q20_DO_20,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_DO_1,Q1_DO_2,Q1_DO_3,Q1_DO_4,Q1_DO_5,Q1_DO_6,Q1_DO_7,Q1_DO_8,Q1_DO_9,Q1_DO_10,Q1_DO_11,Q1_DO_12,Q1_DO_13,Q1_DO_14,Q1_DO_15,Q1_DO_16,Q1_DO_17,Q1_DO_18,Q1_DO_19,Q32,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_DO_1,Q22_DO_2,Q22_DO_3,Q22_DO_4,Q22_DO_5,Q22_DO_6,Q22_DO_7,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_DO_1,Q21_DO_2,Q21_DO_3,Q21_DO_4,Q21_DO_5,Q21_DO_6,Q21_DO_7,Q21_DO_8,Q21_DO_9,Q21_DO_10,Q24,Q33,Q34,Q29,Q28,Q28_27_TEXT,SC0,TWIN_ID,
6/11/2025 16:16,6/11/2025 16:35,100,1146,1,6/11/2025 16:35,1,5,5,5,5,5,5,5,5,2,5,4,4,1,4,5,5,5,5,2,5,3,5,13,18,9,20,8,12,7,10,15,2,14,19,4,16,17,1,11,6,4,5,2,4,1,2,2,4,5,4,2,4,4,4,4,5,2,5,5,11,9,4,10,2,3,16,12,6,8,5,14,17,18,15,13,7,1,19,-3,5,5,5,5,5,5,1,1,3,5,7,4,2,6,5,5,1,4,2,5,5,1,5,5,9,8,4,7,3,10,5,6,2,1,1,2,The company's profit margin is shrinking as a result of the increased number of complaints and their inability to handle them.  Employees are also leaving due to work-related pressures.,5,16,,258,510,
6/10/2025 10:37,6/10/2025 10:51,100,864,1,6/10/2025 10:51,1,5,5,4,4,5,5,4,5,2,5,5,4,1,5,4,4,5,4,2,4,9,1,19,10,15,11,2,7,12,20,5,8,17,3,16,4,14,6,18,13,5,5,5,4,1,2,1,4,4,5,1,5,4,4,5,4,4,5,4,10,14,1,18,17,3,13,19,16,12,15,8,2,7,6,9,11,4,5,-3,4,5,5,4,5,5,1,6,4,1,3,2,7,5,5,4,1,4,2,4,5,1,5,5,3,9,8,7,5,2,10,4,1,6,5,1,The company experienced a decline in sales from $10M in 2022 to $8M In 2023 which indicates that the company market demand is declining and also the increased  in call center complaints from 100K to 150k shows that customers services is getting really bad and the company is facing critical challenges and also they are having staff retention issues which makes the financial outlook of the company really bad. The service personnel turnover also increase from 10% in 2022 to 25% in 2023 which is bad,6,1,,253,511,
6/10/2025 11:40,6/10/2025 12:00,100,1244,1,6/10/2025 12:00,1,4,4,4,2,4,3,3,5,2,4,4,2,2,4,5,4,4,2,3,5,20,11,3,16,12,17,19,2,1,13,10,14,6,9,8,5,18,7,4,15,3,3,2,3,4,2,3,2,2,2,3,4,3,4,2,5,4,4,4,15,1,12,3,6,9,8,19,4,10,11,16,14,7,18,2,5,17,13,-3,5,5,5,5,5,5,1,6,1,5,3,4,2,7,2,5,2,5,1,4,4,2,4,5,5,10,8,1,2,9,7,6,3,4,5,1,Service is getting worse. There are more complaints and this does not appear to be a function of increased sales.These complaints are increasingly being neglected partially due to loss of expertise. The end result is a decrease in sales.,4,1,,214,515,
6/10/2025 9:04,6/10/2025 9:36,100,1916,1,6/10/2025 9:36,1,5,5,5,5,5,5,5,5,2,5,1,5,1,5,5,5,4,5,1,5,16,9,10,15,14,7,13,4,20,11,1,5,3,2,17,18,8,12,6,19,5,5,3,5,2,4,5,5,5,5,4,5,4,5,3,5,5,5,5,12,3,6,8,17,11,1,4,2,13,14,9,16,18,7,10,19,15,5,-3,5,4,5,5,5,5,1,5,4,6,3,2,1,7,5,5,2,5,1,5,5,1,5,5,10,4,5,9,7,6,8,2,1,3,5,1,"Their sales have decreased by 20%, and complaints have risen by 50%. Unresolved complaints have more than doubled, as has service personnel turnover.",9,16,,276,518,
6/10/2025 11:06,6/10/2025 11:15,100,515,1,6/10/2025 11:15,1,2,5,4,2,3,5,2,2,2,4,2,3,1,4,3,4,2,3,2,2,4,6,7,5,8,2,16,12,18,9,3,14,17,19,13,11,10,1,15,20,4,4,4,4,2,2,4,5,4,4,3,3,5,2,2,2,4,4,3,2,10,3,18,1,13,7,12,16,6,5,15,4,14,8,11,17,9,19,-3,3,5,4,4,5,5,2,4,5,7,3,1,6,2,3,4,2,2,2,4,4,2,5,5,3,8,4,5,1,6,9,10,7,2,2,1,"The biggest insights center around customers.  Complaints have increased as well as not being able to resolve complaints has compounded the problem which will naturally lead to customer unrest.  Turnover of service personal has increased which is leading to having to train new employees.  It would be good to find some personnel stability, maybe increase pay, so that more complaints can be resolved which could lead to fewer complaints.",9,21,,219,519,
6/10/2025 10:25,6/10/2025 10:45,100,1188,1,6/10/2025 10:45,1,2,3,4,4,4,4,4,5,2,2,1,1,2,3,2,2,2,4,4,3,2,9,6,7,15,13,1,16,14,8,10,4,5,12,19,3,18,20,17,11,4,2,5,2,2,3,4,3,4,4,5,4,5,4,5,3,4,4,5,16,13,2,6,14,12,15,7,10,4,19,18,5,8,3,11,9,17,1,-3,3,5,4,3,5,2,3,6,4,7,5,1,3,2,2,3,5,3,3,1,1,4,2,5,8,2,1,6,7,10,5,3,4,9,5,1,"In 2023 the company definitely has a problem with delivery to their customers due to several internal issues, that may initially stem from an increase in personnel turnover.  Due to that foundation being weakened, it logically explains complaints not being resolved and an increase in complaints.  In short, once one piece of the foundation is disrupted it has a domino effect on all other areas. ",4,23,,207,521,
6/10/2025 13:56,6/10/2025 14:06,100,585,1,6/10/2025 14:06,1,4,4,4,2,3,5,1,4,2,4,3,4,1,4,4,3,2,3,3,3,5,19,14,6,2,3,13,20,7,9,4,17,18,1,8,10,15,11,12,16,4,5,2,5,4,3,2,2,3,5,2,5,2,4,4,4,5,4,3,2,8,11,14,4,18,6,7,12,15,10,5,1,3,9,19,13,17,16,-3,4,5,5,4,4,5,2,2,6,4,5,1,7,3,2,4,3,3,2,3,3,3,2,5,10,1,4,8,6,5,9,2,3,7,5,4,"Whoa - this company is having trouble in all directions. I would explore whether quality assurance on the service/product has significantly dropped. This could lead to more complaints. If there is a common factor in the majority of the problems, it looks as though that  has not been fixed. Thus customer relations people are slammed with more anger and abuse. This could cause higher turnover among them. If there are repair/service people trying to fix a defective service/product, they will go.",6,13,,218,522,
6/10/2025 10:20,6/10/2025 10:35,100,884,1,6/10/2025 10:35,1,3,4,3,3,4,4,5,5,2,2,3,5,1,4,4,5,4,4,4,5,4,8,15,19,7,17,9,2,18,12,5,10,11,13,16,3,6,14,1,20,4,5,3,5,2,5,4,4,4,3,5,3,4,4,2,4,4,4,4,19,4,11,3,1,10,14,12,8,7,13,18,17,9,15,2,5,16,6,-3,4,5,4,5,4,5,3,5,7,1,3,2,4,6,4,5,2,4,2,4,4,2,4,5,9,10,8,3,4,5,2,1,6,7,1,2,"This company has increased values in all four categories that will either make or break a company's future.  The increase in the service personnel turn-over has made it clear that employees are not happy with their jobs.  This has driven the sales down and with the complaints and complaints not solved, the company's reputation has gone down and people are not as trusting and not purchasing the products because of the uncertainty.",5,1,,225,523,
6/10/2025 13:30,6/10/2025 13:41,100,646,1,6/10/2025 13:41,1,2,4,3,2,3,4,3,4,2,2,2,2,4,3,4,3,4,3,4,4,5,15,8,10,13,11,12,17,9,16,14,19,7,6,2,20,1,18,3,4,3,3,3,4,4,3,2,3,2,2,4,3,3,3,2,2,3,2,3,6,4,2,15,17,10,5,9,7,19,14,12,1,3,16,18,11,8,13,-3,4,4,3,3,4,4,4,4,3,5,1,6,7,2,3,3,3,2,2,4,3,2,3,5,7,1,10,3,8,6,2,5,9,4,4,4,"This company is in trouble. Sales are down, complaints are up and not getting resolved. On top of all that more people are leaving and need to be replaced than last year. ",3,11,,178,524,
6/10/2025 10:52,6/10/2025 10:59,100,406,1,6/10/2025 10:59,1,4,4,3,3,3,4,4,3,2,3,4,4,2,3,4,5,4,4,2,4,5,10,11,15,14,7,2,1,13,8,12,4,17,20,18,9,19,16,3,6,2,4,2,3,2,2,2,2,2,4,3,3,3,2,2,2,3,2,4,6,15,12,17,14,2,8,3,16,9,19,18,11,13,10,5,7,4,1,-3,5,4,3,4,4,3,3,5,2,3,1,6,4,7,2,2,3,3,3,3,2,2,3,5,2,8,3,1,5,4,6,9,10,7,5,1,Sales have declined and operations have stalled. There is dissatisfaction among the employees and they aren't performing well. ,9,19,,203,525,
6/10/2025 8:56,6/10/2025 9:16,100,1218,1,6/10/2025 9:16,1,4,3,4,4,4,4,4,5,2,4,3,3,3,5,3,5,4,4,2,4,14,8,9,13,11,6,10,1,7,18,19,20,2,12,15,17,5,3,16,4,5,3,3,3,2,3,4,4,4,4,2,5,4,4,3,5,5,5,4,15,9,8,5,4,13,19,17,6,12,14,3,18,7,11,2,10,1,16,-3,4,4,4,4,4,3,3,6,5,1,2,7,3,4,3,3,4,5,3,2,3,3,4,5,3,10,9,1,8,5,7,2,6,4,5,1,"This company is clearly in a decline.  Their sales are down 20%.  Their call center complaints have increased 50%, and their unresolved complaints have increased as well.  The current trend of lower sales and increased dissatisfaction will only continue if action is not taken.  A bottom-up approach would be to re-train and retain the service personnel who are the front lines in this case.  Improving reputation via service should increase sales.",4,21,,236,527,
6/13/2025 8:48,6/13/2025 9:14,100,1583,1,6/13/2025 9:14,1,3,3,4,4,2,4,3,3,2,2,3,3,3,4,2,3,5,4,4,4,10,6,16,3,18,5,15,9,4,7,19,12,20,8,13,2,17,11,14,1,4,3,2,5,2,2,3,3,3,4,3,3,4,2,3,2,3,3,4,11,14,10,2,16,5,3,1,6,9,19,7,12,18,4,13,15,17,8,-3,4,3,4,4,5,3,3,3,1,6,4,5,7,2,4,4,4,5,4,4,3,3,3,5,4,1,6,8,10,7,9,5,3,2,4,4,"It seems like they are getting a high number of call center complaints which are going unresolved. This is also leading to service personnel turnover, which probably further exacerbates the problem.",5,22,,213,528,
6/13/2025 10:13,6/13/2025 10:27,100,844,1,6/13/2025 10:27,1,4,5,4,4,4,4,4,5,2,4,4,3,2,5,3,4,4,4,2,4,12,17,18,9,3,7,10,2,19,20,1,8,15,14,5,11,16,6,4,13,4,4,5,4,2,3,3,4,4,4,2,4,2,5,3,5,4,4,5,4,12,10,14,1,17,8,13,9,6,11,3,2,15,7,18,19,5,16,"""-3""",4,5,4,4,5,5,1,1,4,5,3,6,7,2,4,4,4,4,3,4,3,2,4,5,9,10,2,6,8,7,3,1,4,5,4,4,"There seems to be a number of issues that could be affecting sales numbers. These include:
-Reduced customer service (indicated by the increased number of complaints).
-Reduced Responsiveness (indicated by the unresolved complaints).
-Poor Morale (indicated by turnover). Poor morale could also be causing the number of complaints and poor resolution.",3,27,Construction,253,530,
6/10/2025 10:06,6/10/2025 10:16,100,613,1,6/10/2025 10:16,1,4,4,4,4,4,4,2,4,2,4,4,3,3,4,4,4,3,4,2,4,18,4,9,17,2,6,20,19,5,8,13,3,1,7,11,10,14,12,15,16,4,4,3,4,2,3,4,4,4,4,2,4,4,3,4,4,4,4,4,12,2,4,16,14,17,11,15,8,7,1,18,6,9,13,10,19,3,5,-3,4,3,5,2,2,2,3,1,7,6,5,3,4,2,2,2,2,2,4,1,2,3,2,5,6,10,7,1,3,8,2,9,4,5,5,1,"Sales are declining because of poor product production and ineffective customer service. We have a high turnover rate, which means that we are either not screening effectively, or something else has changed to cause movement... possibly a new product or management?",7,14,,209,532,
6/10/2025 8:55,6/10/2025 9:08,100,795,1,6/10/2025 9:08,1,4,4,3,4,4,2,2,3,2,3,2,4,1,4,4,5,4,4,2,4,10,2,8,14,15,3,13,19,6,18,7,16,5,11,20,12,1,4,17,9,4,3,2,2,3,4,2,3,4,3,4,4,4,4,3,4,3,4,4,5,13,18,3,2,14,17,16,12,11,15,6,9,10,19,4,7,8,1,3,5,2,5,5,5,4,2,5,4,6,1,7,2,3,3,4,3,4,2,4,4,2,4,5,5,3,9,2,8,7,1,10,4,6,5,1,"This company has issues with customer service and support. With way too much turnover in the service group, complaints have risen significantly and sales are down as a result. The company's reputation/reliabilty has taken a big hit since 2022.",5,16,,219,533,
6/10/2025 9:21,6/10/2025 9:42,100,1254,1,6/10/2025 9:42,1,3,4,4,4,5,5,3,4,2,4,2,3,1,4,4,4,4,5,2,4,18,7,1,16,4,17,6,10,20,8,5,12,9,13,11,19,2,14,15,3,4,4,4,4,2,3,4,2,4,4,4,4,4,2,2,2,3,4,4,10,15,3,11,1,18,14,9,7,6,12,17,16,5,2,13,4,8,19,"""-3""",3,4,2,2,5,4,2,6,7,5,3,1,4,2,3,4,4,2,4,4,2,2,4,5,9,10,3,5,6,4,7,8,2,1,1,1,"Management at this company has either changed dramatically, undergone a complete turnover, or maybe the company has been acquired by a bigger entity who didn't know how to manage it.  The product development could have missed a cycle, with the result of sales falling off.  Quality control must have become less important as the complaints have gone up by 50%, and the ability to resolve complaints is lacking.  Turnover in personnel could be a result of many things; possibly poor hiring practices. ",6,27,Semiconductor manufacturing and sales,224,534,
6/10/2025 10:56,6/10/2025 11:16,100,1221,1,6/10/2025 11:16,1,4,5,2,2,3,1,2,2,2,2,1,2,5,4,1,4,4,4,2,4,1,6,5,19,10,14,15,9,11,7,3,18,8,12,2,16,4,13,17,20,5,2,2,5,1,4,5,5,5,5,4,5,5,4,5,4,4,4,4,12,9,18,16,6,2,17,4,8,11,10,1,14,7,13,3,19,5,15,-3,4,5,5,4,5,5,1,4,2,1,7,6,5,3,5,5,1,5,1,5,5,1,5,5,3,9,7,8,6,4,1,2,5,10,1,1,"They are selling less, have more complaints that aren't being resolved, and more people ar leaving the company. Company is doing much worse than 2022.",4,12,,219,535,
6/10/2025 19:30,6/10/2025 19:44,100,799,1,6/10/2025 19:44,1,5,4,4,5,5,4,5,4,2,4,4,4,2,5,5,5,5,5,1,5,8,7,12,1,3,2,14,5,4,20,19,6,10,9,11,13,18,17,15,16,5,5,3,4,2,2,4,4,4,4,5,5,4,5,3,5,4,5,5,8,2,19,7,6,13,11,18,3,1,17,16,15,9,14,5,4,12,10,3,5,2,5,5,5,5,1,7,3,1,6,5,4,2,3,5,2,5,3,3,4,2,3,5,3,5,7,2,6,4,10,1,8,9,3,4,The company is getting worse. The sales are down and customers are complaining more. Also the employees are increasingly dissatisfied.,1,27,AI Training / Data Annotation,259,536,
6/10/2025 10:04,6/10/2025 10:09,100,335,1,6/10/2025 10:09,1,2,4,2,1,4,5,5,4,2,2,1,1,2,2,4,4,4,4,5,4,3,11,6,19,1,9,5,7,15,10,18,16,8,4,20,12,2,14,13,17,2,2,2,2,2,2,1,1,1,1,5,1,4,1,1,1,2,1,4,5,16,8,10,7,3,19,11,18,4,13,6,1,12,14,2,17,9,15,-3,5,4,4,4,5,5,1,4,1,3,2,7,5,6,2,4,2,4,2,4,4,1,4,5,4,6,10,1,9,3,5,2,7,8,5,2,"company is dying. sales are dropping, people aren't staying on, complaints are rising. fire the bosses and pay the workers more and the numbers will improve",7,19,,185,537,
6/16/2025 22:41,6/16/2025 22:48,100,422,1,6/16/2025 22:48,1,4,4,3,4,4,4,5,4,2,3,3,4,2,4,4,4,4,5,2,2,20,2,19,6,11,7,18,10,17,5,9,8,12,15,1,3,16,13,4,14,5,5,3,4,1,3,4,5,4,3,2,5,4,5,4,4,3,3,3,10,11,16,4,15,12,9,1,7,6,2,8,13,19,14,18,3,17,5,-3,4,3,3,4,3,3,4,3,1,2,4,7,6,5,4,2,4,2,4,2,2,4,4,5,5,10,9,7,4,1,2,3,8,6,4,3,"Sales have decreased due to poor customer satisfaction and poor customer service. Also, employee turnover increased which indicates poor employee morale. Kind of looks like poor call center customer service and the employees not resolving complaints.",5,13,,221,538,
6/18/2025 21:25,6/18/2025 21:34,100,524,1,6/18/2025 21:34,1,4,4,4,4,5,4,5,4,2,4,4,4,1,4,4,4,4,5,1,4,1,18,9,12,8,20,15,16,3,6,2,19,17,13,4,10,14,7,11,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,5,18,13,4,3,17,15,6,1,8,10,7,14,2,16,19,11,9,5,12,3,5,5,5,5,4,4,2,7,5,6,3,2,1,4,4,4,4,5,4,4,4,5,4,5,4,7,3,9,6,2,1,10,8,5,2,3,Looks like in 2022 that year was better for the company. Sales were up complaints low. Then something happened in 2023 for sales to decline and complaints go up.,7,26,,263,539,
6/10/2025 9:30,6/10/2025 9:44,100,883,1,6/10/2025 9:44,1,4,4,4,4,4,4,5,4,2,4,4,3,1,4,5,4,4,4,2,4,10,20,8,9,15,11,2,13,18,4,3,19,16,6,1,12,14,5,17,7,4,3,2,3,3,1,3,4,4,4,2,4,3,3,3,3,4,4,4,8,19,17,9,1,14,7,6,13,11,5,4,18,16,3,15,10,2,12,-3,3,3,2,3,2,3,3,1,6,7,3,5,2,4,2,2,3,3,3,3,3,4,4,5,10,5,3,1,6,2,9,8,4,7,3,2,2023 was a negative year as all data were in red. Sales were down probably due to numbers of complaints were up and % of unresolved complaints were also up. This also resulted in high personnel turnover.,7,21,,219,540,
6/10/2025 17:27,6/10/2025 17:32,100,262,1,6/10/2025 17:32,1,4,4,3,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,4,2,11,7,13,15,6,1,8,5,10,4,17,3,20,9,19,14,16,18,12,5,4,3,4,4,4,4,5,4,4,4,4,4,3,2,2,4,4,4,4,2,6,5,13,1,18,7,14,8,15,19,11,12,9,10,3,17,16,-3,4,3,4,4,5,5,2,6,1,5,7,3,2,4,4,4,2,4,2,4,4,2,4,5,5,6,8,1,9,2,7,3,4,10,5,1,"This company is on a downward trajectory. Sales are shrinking, complaints growing and not being resolved. Service personnel are not being retained. ",2,25,,236,541,
6/10/2025 8:42,6/10/2025 8:47,100,266,1,6/10/2025 8:47,1,1,2,1,2,4,5,5,4,2,1,1,1,5,2,2,4,2,4,4,4,16,10,4,18,14,11,6,5,15,13,12,1,9,7,19,20,3,8,2,17,5,2,4,4,2,2,4,4,4,2,5,4,1,5,1,5,2,4,4,13,10,3,5,6,2,17,9,11,16,8,18,12,14,15,4,1,19,7,"""-3""",1,1,1,1,2,2,5,6,4,5,2,1,3,7,4,1,4,1,4,1,2,5,4,5,6,4,3,10,8,7,1,9,2,5,5,1,"It looks like business is doing poorly in this particular company.  The sales have dwindled by $2M and they are receive more complaints from customers, many of which are not being resolved by anyone.  There is also a higher turnover rate which shows that both employees and the customers are displeased with the company.",5,18,,171,542,
6/12/2025 1:52,6/12/2025 2:20,100,1690,1,6/12/2025 2:20,1,3,4,4,4,4,3,5,5,2,4,4,4,1,4,5,5,4,5,2,5,9,1,11,14,18,13,17,10,4,16,15,19,3,6,20,8,7,5,12,2,3,4,3,1,2,2,3,4,4,4,2,4,5,2,3,2,5,4,4,12,14,19,11,8,15,3,10,5,17,13,4,2,9,16,18,7,1,6,-3,5,1,5,4,5,5,2,3,7,4,1,5,2,6,4,4,2,4,2,5,5,3,5,5,8,7,1,5,4,6,9,3,10,2,4,2,"Based on these two years, this company appears to be losing sales as well as having an increase in customer complaints which explains the decrease in sales. There's also been an increase in workers quitting this job, which is probably why the complaints are not being resolved.",3,17,,236,543,
6/10/2025 9:19,6/10/2025 9:28,100,558,1,6/10/2025 9:28,1,1,4,2,1,1,5,5,4,2,1,1,3,5,2,3,4,3,5,4,4,7,12,15,8,9,5,20,18,6,19,16,1,4,14,3,2,10,17,13,11,1,1,3,4,2,3,3,1,5,3,1,5,5,3,4,1,5,1,1,16,12,13,14,10,5,9,15,1,4,18,3,7,8,6,17,2,19,11,"""-3""",3,5,4,5,3,5,2,5,2,4,1,7,3,6,3,4,2,4,2,4,4,3,4,5,9,4,5,2,8,10,6,1,7,3,5,4,the quality of the company went down. sales also went down i am guessing that there where to many complaints and thing did not get resolve. sometimes the more a company makes the more things go wrong. people get lazy and stop doing their jod correctly. so they have more complaints and things do not get done and they get pushed aside for later.,6,27,home care health,212,545,
6/10/2025 12:12,6/10/2025 12:33,100,1276,1,6/10/2025 12:33,1,4,3,2,3,3,4,3,4,2,3,2,4,2,4,3,4,4,4,3,3,13,4,19,12,20,6,7,11,1,15,17,9,10,18,8,2,5,14,16,3,4,4,4,4,4,3,3,2,2,3,4,4,4,3,3,4,3,3,3,10,16,2,6,8,15,18,4,14,5,1,7,13,3,11,9,19,17,12,-3,3,4,3,3,3,2,3,2,5,4,3,6,1,7,4,3,4,2,4,3,3,2,4,5,9,5,4,8,1,2,3,7,6,10,5,1,"Key measures of the quality of this company's product or service are markedly worse, and it also seems as if customer complaints or problems are not getting serious attention from management.  The lack of support yields low morale among employees, apparently, and that may explain the turnover rate among service personnel.",5,26,,208,548,
6/10/2025 19:00,6/10/2025 19:16,100,956,1,6/10/2025 19:16,1,4,3,2,5,5,4,5,5,2,3,3,3,2,4,3,4,5,4,3,5,3,5,4,7,19,9,18,20,2,11,1,8,13,6,10,15,16,14,17,12,3,4,3,2,1,4,3,3,4,4,2,5,4,4,2,4,4,4,5,19,3,10,9,17,7,1,8,5,4,16,15,13,12,6,2,18,11,14,-3,5,3,4,4,5,5,2,4,2,5,3,6,7,1,3,4,2,4,1,4,4,2,4,5,5,2,4,7,6,10,3,9,1,8,5,2,"Between 2022 and 2023 the company suffered a tremendous blow with the significant rise in service personnel turnover. The unfamiliarity and inexperience of the support staff attributed to the uptick in unresolved call center complaints. This ineffectiveness at the customer service level resulted in the growing number of call center complaints, roughly half believed to be repeat customer complaints from previously unresolved service calls. The end results were a 20% decrease in sales vs 2022 yoy",3,12,,228,551,
6/10/2025 10:57,6/10/2025 11:05,100,517,1,6/10/2025 11:05,1,3,4,4,3,3,3,3,5,2,4,2,2,2,4,4,4,3,4,2,4,9,8,17,4,18,14,19,12,3,16,7,11,5,1,2,15,6,10,20,13,4,4,3,3,2,3,2,3,4,4,4,4,4,2,3,2,5,4,3,13,15,17,8,18,6,11,14,16,3,7,12,4,19,1,2,9,10,5,-3,2,2,2,2,2,2,3,5,6,4,3,7,1,2,2,1,2,5,3,2,3,2,4,5,7,9,8,1,4,5,6,3,2,10,3,1,"This particular company likely either changed an existed product or service from the original or possibly created a product that was meant to last but broke sooner than expected. Or based on the turnover rates, the company changed management which affected the named aspects before.",3,27,Nursery (Plants),202,552,
6/10/2025 14:05,6/10/2025 14:10,100,279,1,6/10/2025 14:10,1,4,5,4,4,4,4,4,5,2,4,4,3,2,3,5,4,4,4,2,4,18,12,6,13,9,10,19,20,2,16,7,1,15,11,14,5,17,3,4,8,3,3,2,4,2,3,3,3,2,3,4,3,2,2,2,3,4,4,4,2,5,16,3,12,14,10,19,17,4,8,1,7,11,18,6,15,9,13,-3,3,4,3,3,4,4,2,4,2,7,5,6,1,3,3,2,3,2,4,2,3,2,4,5,4,10,7,3,2,1,9,6,8,5,5,1,Sales went down 2 million from 2022 to 2023. Call center complaints went up 50k year over year.  There could be some correlation between complaints and loss of sales. ,9,19,,213,553,
6/10/2025 10:08,6/10/2025 10:27,100,1153,1,6/10/2025 10:27,1,5,5,5,4,5,5,5,5,2,4,4,4,1,3,5,5,3,5,2,2,11,5,6,3,10,1,7,18,15,9,13,17,20,19,12,8,16,14,4,2,4,5,4,5,4,5,4,5,5,4,2,4,5,4,3,3,2,5,5,9,16,5,7,6,11,13,2,3,4,19,1,17,12,14,18,8,15,10,-3,5,5,5,5,5,5,2,6,2,4,5,1,7,3,4,5,2,5,1,5,5,1,5,5,3,5,7,4,2,8,6,10,9,1,3,1,It looks as though the service personnel have a much higher turnover in 2023. Had a 50% increase in complaints about the company or products. They did resolve the complaints but this when it comes down to it is pretty comperable if not just a little better than their  2022 analysis.,9,27,Retail,270,554,
6/10/2025 9:47,6/10/2025 10:09,100,1369,1,6/10/2025 10:09,1,2,3,3,2,3,4,4,3,2,2,1,2,2,3,2,4,3,3,3,4,10,13,2,9,17,20,3,7,18,8,6,11,15,5,14,1,12,16,19,4,4,2,3,3,2,3,4,5,4,3,3,4,4,3,3,3,4,3,4,10,2,17,1,7,15,14,19,11,18,12,5,8,6,16,4,9,13,3,"""-3""",3,4,2,2,3,2,4,3,7,4,1,5,2,6,2,3,2,4,3,3,2,3,3,5,3,2,9,7,5,1,6,8,10,4,5,1,"From 2022 to 2023 profits were down $2million dollars. On another note, the call center had a high increase of complaints. It increased by 50,000 more complaint calls in a year. In 2022 they only had a %20 of complaints that were not resolved. By 2023 it went from 20% to 45%. Which means their customers had a lot more issues with complaints and unfortunately they could not be resolved. Customer satisfaction is what most companies strive for. Having unsatisfied customers leads to losing their bu ",3,13,,185,555,
6/10/2025 8:53,6/10/2025 9:05,100,773,1,6/10/2025 9:05,1,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,12,2,8,18,15,14,20,10,11,5,4,13,16,6,1,17,7,19,9,3,3,4,3,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,4,4,1,6,15,10,19,13,17,7,3,14,12,8,9,11,16,5,18,2,-3,3,3,3,3,3,3,3,5,3,2,4,6,7,1,3,3,3,3,3,3,3,3,3,4,2,5,9,7,6,4,1,3,10,8,1,3,They mad less in sales. The went up in call center complains. Thy went up in complains not resolved. And they went up in service personnel turn-overs. They lost sales because they are doing something wrong that they are complaining about but they are not being resolved.,1,27,,200,556,
6/12/2025 0:18,6/12/2025 0:27,100,490,1,6/12/2025 0:27,1,3,4,3,4,4,4,4,4,2,4,4,3,2,4,4,4,4,4,3,4,7,2,17,13,10,4,1,15,16,12,19,5,18,11,14,8,3,6,20,9,3,3,4,3,3,3,2,3,3,3,3,4,4,3,2,3,4,3,4,12,4,7,16,3,18,14,2,1,9,11,8,19,5,13,10,6,15,17,-3,4,4,3,4,4,4,2,5,1,3,4,2,6,7,2,3,3,3,3,3,4,3,3,5,6,4,8,7,1,10,9,2,3,5,2,1,"From 2022 to 2023 the complaints not being resolved increased from 20 to 45% which is huge. If the call center has complaints that aren't being solved it makes sense that the sales would be less. It seems that there has been a change in how the call centers have been trained and it is affecting the company image and sales. The personnel turnover is also evidence to it as they are losing workers, either because they are quitting or getting fired, there is a problem with management somewhere there",2,25,,215,557,
6/11/2025 17:17,6/11/2025 17:22,100,342,1,6/11/2025 17:22,1,5,4,4,3,4,4,5,4,2,4,2,4,2,5,2,5,5,4,2,5,3,14,7,13,16,11,2,5,1,12,8,18,19,20,9,4,10,6,15,17,4,5,2,4,4,3,2,3,4,5,5,4,2,5,3,5,4,5,4,14,1,18,8,3,16,2,10,11,13,12,17,6,9,7,15,5,19,4,-3,1,2,2,1,3,2,4,1,7,4,2,6,3,5,2,2,1,1,4,2,1,3,2,5,7,8,5,3,1,4,2,6,10,9,4,1,"Customers are finding fault with our product, and a lack of resources is causing high employee turnover and a lack of ability to answer consumer concerns. ",6,18,,201,559,
