TWIN_ID,Q10,Q13,Q14,Q15,Q16,Q6,Q8,Q9,job1_item1,job1_item2,job1_item3,job1_item4,job1_item5,job1_item6,job1_item7,job1_item8,job2_item1,job2_item2,job2_item3,job2_item4,job2_item5,job2_item6,job2_item7,job2_item8,job3_item1,job3_item2,job3_item3,job3_item4,job3_item5,job3_item6,job3_item7,job3_item8,job4_item1,job4_item2,job4_item3,job4_item4,job4_item5,job4_item6,job4_item7,job4_item8,target_behavior_green,target_behavior_organ,choice_target_attraction,choice_target_binary,choice_target_compromise,Q26,Q33,Q35,Q38,PPV,I_indiv_mean,I_org_mean,Q_indiv_mean,Q_org_mean,scenario_close_QI,scenario_open_QI,gratitude,gratitude_manipulation_check,lack of control,lack_of_control_manipulation_check,Fairness,Father education,Redistribution 1,Redistribution 2,Trust,Work vs Luck,DAT_perf,SSPT,task 1 - attitude_change,task 2 - S1,task 2 - S2,task 2 - S3,task 3 - S1,task 3 - S2,task 3 - S3,Fake1_3,Fake2_3,Fake3_3,Fake4_3,Fake5_3,Fake6_3,Fake7_3,Fake8_3,Real1_3,Real2_3,Real3_3,Real4_3,Real5_3,Real6_3,Real7_3,Real8_3,fairness_average,percent_correct,reg_support,rating_10_1,rating_1_1,rating_2_1,rating_3_1,rating_4_1,rating_5_1,rating_6_1,rating_7_1,rating_8_1,rating_9_1,rating1,rating10,rating11,rating12,rating13,rating14,rating15,rating16,rating17,rating18,rating19,rating2,rating20,rating3,rating4,rating5,rating6,rating7,rating8,rating9,DV1,log_WTP,Achap1_aro,Achap1_val,Achap2_aro,Achap2_val,Bchap1_aro,Bchap1_val,Bchap2_aro,Bchap2_val,algo_knowledge_Netflix,algo_knowledge_TikTok,pref_control_Netflix,pref_control_TikTok,strategization_type1_Netflix,strategization_type1_TikTok,strategization_type2_Netflix,strategization_type2_TikTok,usage_Netflix,usage_TikTok,Profile1,Profile10,Profile11,Profile12,Profile13,Profile14,Profile15,Profile16,Profile17,Profile18,Profile2,Profile3,Profile4,Profile5,Profile6,Profile7,Profile8,Profile9,fair1
13.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,7.0,7.0,1.0,2.789473684210526,4.222222222222222,3.6666666666666665,3.5714285714285716,1.0,0.0,,,,,,,,,,,,,4.0,2.5,1.5,2.0,6.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,
14.0,1.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,3.473684210526316,3.7777777777777777,3.2222222222222223,2.857142857142857,1.0,1.0,6.083333333333334,6.0,,,1.0,16.0,5.0,5.0,3.0,2.0,,,5.0,2.0,2.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,,,,7.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,6.0,4.0,3.0,6.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,6.0,2.0,2.0,3.0,8.0
15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,2.0,,4.052631578947368,3.888888888888889,3.611111111111111,3.5714285714285716,1.0,1.0,,,3.3472222222222223,6.333333333333333,2.0,12.0,3.0,4.0,2.0,2.0,,,5.0,1.5,1.5,1.5,6.0,5.0,7.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,4.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,5.333333333333333,6.476972362889683,,,,,,,,,1.0,,5.0,,1.0,,1.0,,3.0,,2.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,
16.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,5.0,3.526315789473684,3.0,3.4444444444444446,3.0,1.0,0.0,,,,,1.0,12.0,3.0,5.0,3.0,2.0,,,10.0,3.0,2.5,2.0,5.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.8333333333333335,100.0,6.0,5.0,8.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.666666666666667,5.857933154483459,,,,,,,,,1.0,,5.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
17.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,4.052631578947368,3.0,3.2222222222222223,2.7142857142857144,1.0,0.0,,,,,1.0,12.0,5.0,5.0,3.0,2.0,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,100.0,7.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,8.0,8.0,5.0,2.0,3.0,4.0,5.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,
18.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,4.105263157894737,3.6666666666666665,3.888888888888889,3.7142857142857144,1.0,1.0,5.833333333333334,5.0,,,1.0,13.0,5.0,5.0,3.0,2.0,,,4.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,3.3333333333333335,100.0,7.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,6.0,7.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,6.476972362889683,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,6.0,4.0,2.0,6.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,7.0,2.0,4.0,2.0,
20.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,4.0,3.4210526315789473,3.7777777777777777,3.7777777777777777,3.7142857142857144,1.0,1.0,,,,,1.0,16.0,1.0,1.0,3.0,1.0,,,10.0,2.5,1.5,1.5,5.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.8333333333333335,100.0,5.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,1.0,,5.0,,1.0,,1.0,,2.0,,2.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,
21.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,3.736842105263158,3.7777777777777777,4.0,3.7142857142857144,1.0,1.0,4.166666666666667,4.0,,,,,,,,,0.9032556801579554,1.0069204819792992,8.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,2.1666666666666665,100.0,7.0,7.0,8.0,8.0,6.0,9.0,7.0,9.0,9.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,5.0,5.991464547107982,,,,,,,,,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,
22.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.2631578947368425,3.7777777777777777,3.7222222222222223,2.857142857142857,1.0,0.0,4.5,4.0,,,2.0,16.0,5.0,5.0,1.0,2.0,0.9090447560460182,1.004637048499942,5.0,4.0,2.5,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,,,8.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,5.0,5.0,2.0,4.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,6.1092475827643655,3.8,2.2,3.75,2.35,3.65,3.7,3.65,3.35,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,6.0,3.0,4.0,2.0,6.0,2.0,3.0,3.0,
23.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,4.105263157894737,4.111111111111111,3.888888888888889,3.7142857142857144,1.0,0.0,6.166666666666666,5.0,,,,,,,,,,,4.0,1.0,1.5,1.5,6.0,6.0,7.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,,,,8.0,8.0,7.0,5.0,5.0,8.0,7.0,7.0,7.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.333333333333333,6.620073206530356,3.65,3.3,3.75,3.0,2.25,2.6,3.45,3.45,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,6.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,2.0,6.0,2.0,2.0,3.0,8.0
24.0,5.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,,,,,,,,6.0,3.4210526315789473,3.0,2.6666666666666665,2.2857142857142856,1.0,1.0,1.5833333333333337,2.0,,,3.0,12.0,1.0,1.0,2.0,1.0,,,5.0,5.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,7.0,4.0,5.0,1.0,6.0,6.0,7.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,9.0
25.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,,,,,1.0,3.0526315789473686,4.222222222222222,2.6666666666666665,3.0,1.0,0.0,,,,,1.0,12.0,4.0,5.0,3.0,2.0,,,5.0,2.0,3.5,2.0,6.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.1666666666666665,100.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,1.0,4.0,1.0,1.0,3.0,,,3.85,2.8,4.25,1.85,3.0,3.0,3.85,3.95,,1.0,,4.0,,0.0,,1.0,,5.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,
27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,12.0,5.0,5.0,3.0,2.0,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.3333333333333335,100.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,
